SNO,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,PH_DETAILS,EC_DETAILS,OC_DETAILS,AVN_DETAILS,PHOS_DETAILS,POT_DETAILS,SULPHUR,ZINC_DETAILS,BORON_DETAILS,IRON_DETAILS,MANGAN_DETAILS,COPPER_DETAILS
OOT575,5936,5040,4596,4288,4554,4750,4733,4962,4990,14012,4653,4190,7.4,0.4,0.73,560,25.4,175.9,50.11,7.5604,0.001,2.0223,0.01,0.03878
OOT576,4672,4306,4042,3848,4161,4577,4660,4807,4899,11231,4447,3941,7.24,0.4,0.78,560,25.4,175.9,50.11,7.5604,0.14,2.0223,0.01,0.000277
OOT577,10469,9012,7820,7047,7072,6746,6488,6720,6554,20357,5767,5639,7.03,0.1,0.86,560,211.3,354.8,25.4,9.7271,0.001,2.17638,0.01,0.73959
OOT578,5952,5384,4784,4349,4590,4798,4763,5034,4961,13984,4573,4181,7.11,0.1,0.44,248,17.8,459.9,31,9.7271,0,1.56969,0.01,0.000277
OOT579,6815,5562,5090,4651,4908,5452,5591,5708,5907,11817,4625,3887,7.73,0.2,0.47,267,92.8,354.9,51.08,6.7767,0.001,2.16675,0.01,1.31021
OOT580,5945,5402,4842,4378,4682,5033,5041,5310,5298,14163,4665,4217,5.12,0.2,0.69,500,27.1,105.5,24,4.5178,0.001,1.37709,0.01,0.277
OOT581,11257,10147,8734,7799,7639,7166,6893,7229,6999,19777,6258,5753,5.74,0.1,2.7,560,153.8,76.7,56,6.5001,0.001,1.62105,0.01,1.25758
OOT582,9753,9091,7908,7017,6944,6804,6685,6892,6848,15865,5619,4867,4.97,0.3,0.94,560,0,27.5,7.51,6.915,0,0,0.01,0.000277
OOT583,8799,7676,6710,5974,6094,6181,6133,6467,6383,18794,5459,5041,5.89,0.3,2.62,560,0,92.1,31,4.5178,4.13,1.12671,0.01,0.000277
OOT584,11466,10170,8738,7818,7688,7202,6931,7171,7026,20071,6145,5698,5.04,0.3,3.05,560,334,33.8,34.41,4.5639,0.001,1.81044,0.01,0.95565
OOT585,12317,11109,9502,8503,8314,7720,7433,7626,7554,19741,6498,5953,5.5,0.1,1.5,560,0,83.5,34.43,3.6419,9.52,9.73593,0.01,0.000277
OOT586,13393,12372,10497,9289,8885,8179,7849,8354,8143,20569,6776,6317,5.09,0.6,0.93,560,0,34.3,80.46,9.4966,0.001,1.926,0.01,0.28254
OOT587,12890,11059,9471,8364,8070,7637,7458,7768,7754,20023,6333,5696,5.33,0.4,0.4,260,0,34.3,80.46,9.4966,0.001,3.21,0.01,8.55653
OOT588,10854,9774,8498,7553,7676,7527,7345,7473,7471,20104,6160,5970,6.98,0.12,0.44,248,12,528,13.35,4.5178,4.74,1.81044,0.01,0.000277
OOT589,12898,13504,12874,12561,13522,12757,12279,12084,12184,17364,8509,7344,6.93,0.1,0.62,422,0.1,577,0.2,6.7767,0.001,1.26153,0.01,0
OOT590,12898,13504,12874,12561,13522,12757,12279,12084,12184,17364,8509,7344,6.44,0.1,0.065,36,91.5,57.9,17.72,6.5001,19.57,1.61784,0.01,0.000277
OOT591,5466,5315,4784,4297,4554,4863,4832,5056,5042,12634,4526,4081,6.41,0.1,0.6,411,56.2,52,10.11,3.688,0.001,4.36881,0.01,1.03321
OOT592,9327,8996,7792,6994,7012,6692,6438,6707,6508,18884,5779,5584,6.94,0.3,0.6,428,50.8,12.75,11.5,0.66845,0.01,1.63389,0.001,2.51239
OOT593,4413,5386,5134,4880,5410,5675,5694,5677,5774,11554,4735,4156,5.53,0.1,1.67,560,57.5,53.2,0.01,6.6845,0.001,0.23112,0.01,2.37112
OOT594,2810,1890,1940,1984,2248,2556,2678,2619,2744,5942,2550,2129,5.07,0.1,0.68,483,56.7,159,17.71,8.9895,0.001,2.02551,0.01,0.37672
OOT595,8151,6790,5894,5121,5398,5730,5751,6025,6062,17516,4983,4449,6.31,0.1,0.61,411,0.1,187.8,12.75,5.5781,0,1.26474,0.01,0.000277
OOT596,2810,1890,1940,1984,2248,2556,2678,2619,2744,5942,2550,2129,6.95,0.1,0.13,75,0.1,222.3,14.57,7.4682,0.001,1.81044,0.01,1.31021
OOT597,1470,1648,2006,2402,2765,3182,3401,3453,3612,3433,4328,3376,6.27,0.3,0.6,411,16.9,54.5,42.11,7.5143,0.001,1.61784,0.01,0.000277
OOT598,1327,1385,1584,1633,2017,2956,3277,3366,3543,3669,3245,2371,6.28,0.3,0.18,106,86.6,33.5,0.01,3.6419,0.001,0,0.01,4.2381
OOT599,1456,1398,1633,1556,2072,3415,3794,3838,4024,4721,2906,2070,6.55,0.3,0.83,560,104.9,107.8,13.11,7.6987,0.001,6.94644,0.01,8.91109
OOT600,1446,1537,1752,1785,2284,3403,3797,3899,4122,3922,3626,2631,6.53,0.1,0.38,214,94,191.9,42.17,9.7271,17.66,4.36881,0.01,0.000277
OOT601,2077,1418,1542,1586,1788,2076,2136,2135,2142,4907,2003,1680,6.99,0.1,0.48,271,94.7,125.6,42.12,4.5178,0.001,2.24058,0.01,2.58441
OOT602,1450,1468,1753,1805,2353,3492,3838,3921,4139,4183,3751,2746,6.99,0.1,0.29,164,11.5,154.3,42.91,3.5958,0.001,2.91789,0.01,2.37389
OOT604,8062,8246,7430,6962,6963,6670,6484,6497,6655,14001,4893,4538,5.08,0.1,0.16,90,115.3,272.1,0.01,6.8689,0.001,0.22791,0.01,1.27143
OOT605,4177,4582,4339,4189,4406,4555,4539,4544,4677,10599,3811,3382,5.86,0.1,0.23,132,10.6,100,17.7,3.5036,0.001,1.61784,0.01,0
OOT606,3655,4286,4052,3859,4120,4501,4553,4551,4696,9724,3695,3290,5.97,0.1,0,0,116.9,188.2,42.23,4.5178,0.001,1.26153,0.01,2.37112
OOT607,7722,4732,4402,4187,4407,4557,4554,4431,4673,14052,3526,3297,5.65,0.1,0.28,160,12.6,188.3,20.85,7.5604,0.001,0.963,0.01,2.59826
OOT608,6570,5056,4782,4503,4847,5330,5429,5452,5695,10921,4358,3666,6.2,0.1,0.29,163,120.1,270.8,20.88,5.4859,0.001,1.64352,0.01,0.4155
OOT609,3159,3027,2992,2915,3275,3847,3966,4031,4196,8677,3297,2788,6.25,0.1,0.28,159,112.3,184.1,20.91,7.6065,0.001,1.81044,0.01,0.000277
OOT610,6052,4481,4246,4093,4335,4552,4561,4549,4693,11832,3779,3284,6.24,0.1,0.28,159,121.9,278.4,17.24,4.5178,0.001,1.62105,0.01,2.60934
OOT611,3552,4598,4212,3919,4140,4415,4459,4540,4647,8338,3695,3367,6.15,0.1,0.37,211,13.1,151.1,49.16,3.5958,0.001,2.02551,0.01,8.85569
OOT612,7354,6357,5991,5727,6489,6509,6444,6179,6516,17160,3843,3769,6.16,0.1,0.1,78,12.5,126.7,41.89,6.8228,8.55,0.95016,0.01,0.000277
OOT613,4347,5192,5040,4843,5549,5929,5958,5717,6042,12193,4370,3840,6.23,0.1,0.23,132,13.9,125,36.85,6.7767,0.001,0.90522,0.01,0
OOT615,10186,10020,9697,9540,9886,9699,9706,9672,9524,12933,3322,3574,4.25,0.4,0.2,172,43.5,221.3,7.16,1.6596,0.001,3.44754,1.89,1.49026
OOT616,10286,10035,9713,9553,9908,9719,9718,9703,9540,13108,3343,3593,5.93,0.1,0.49,278,54.8,58.9,6.2,1.6596,1.02,0.7062,7.16,6.94716
OOT617,10045,9854,9565,9373,9691,9554,9573,9553,9412,12695,3357,3602,6.99,0.6,0.24,139,131.9,145.6,97.35,9.0356,19.6,2.91468,0.96,2.82817
OOT618,8906,8864,8649,8548,8781,8737,8847,8788,8718,11119,3414,3585,5.33,0.1,0.77,548,135.3,53.2,7.16,2.9504,6.4,0.00321,3.24,3.45696
OOT619,8906,8864,8649,8548,8781,8737,8847,8788,8718,11119,3414,3585,5.07,0.1,0.3,169,13.2,161,6.97,1.3369,2.9,0.002247,1.82,1.51796
OOT620,10058,9882,9576,9417,9763,9596,9605,9588,9431,12814,3339,3583,7.73,0.1,0.58,380,25,422,5.06,0,0,0.062595,5.76,2.15783
OOT622,6895,6940,6900,6906,7155,7252,7418,7434,7385,9431,3473,3531,5.18,0.1,0.09,54,58,101.2,6.47,1.383,3,0.045261,3.3,0.90025
OOT623,6972,7014,6965,6968,7216,7298,7458,7471,7423,9494,3487,3541,5.78,0.11,0.08,45,95.7,87.4,12.13,2.0284,4.4,0.604764,0.63,3.94171
OOT624,1288,1340,1535,1388,1934,3188,3598,3631,3856,3585,2972,2088,6.16,0.4,0.109,61,25,389,14.24,0.4149,0.9,0.379743,1.29,2.14675
OOT625,1288,1340,1535,1388,1934,3188,3598,3631,3856,3585,2972,2088,6.16,0.1,1.22,560,31.3,401,7.14,0.5993,1.3,0.52323,0.64,0.037672
OOT626,1594,1564,1711,1699,2071,2879,3128,3075,3223,3142,2764,2015,6.22,0.1,0.37,212,83.4,412,19.33,0,0,0.00321,7.44,8.81968
OOT627,8500,8485,8326,8224,8526,8489,8552,8552,8460,11055,3467,3609,6.28,0.5,0.2,112,10.6,69.4,10.01,1.383,3,0.000321,3.31,2.37112
OOT628,1482,1517,1862,1889,2471,3812,4185,4169,4368,4151,3499,2530,5.61,0.4,0.2,112,22.1,117,7.16,3.0426,6.6,0.000321,10.63,2.14398
OOT630,1563,1762,2073,2142,2705,4064,4447,4483,4669,4339,3999,2914,6.26,0.1,0.26,150,38.6,157,4.24,0.5993,1.3,0.053928,1.19,1.17171
OOT631,1599,1510,1800,1735,2363,3871,4296,4339,4578,4308,3619,2555,5.55,0.9,0.82,560,13.1,326,4,9.4505,20.5,0.0321,0.25,3.45973
OOT632,1454,1477,1738,1854,2346,3177,3450,3483,3714,3676,3573,2672,5.74,0.1,0.51,301,116.8,438,12.75,5.4859,11.9,0.000321,1.99,2.58441
OOT633,1742,1814,2199,2315,2866,4159,4504,4530,4720,4268,4369,3318,5.77,0.1,0.3,222,91.2,459,9.4,7.6065,16.5,0.052002,0,1.9667
OOT634,2017,2543,2729,2927,3266,3735,3895,3881,4011,3959,4113,3160,6.01,0.1,0.55,344,17.2,83.5,19.3,6.8228,14.8,0.078966,4.52,0.45705
OOT635,1486,1572,1858,2018,2444,3352,3655,3682,3824,3972,3580,2757,6.46,0.3,0.48,270,40.6,67.6,3.4,7.4221,16.1,0.063558,5.93,1.40162
OOT636,1410,1441,1769,1688,2273,4313,4866,4857,5005,4090,3306,2337,6.45,0.1,0.54,322,94.7,482,44,4.2412,9.2,0.00321,2.09,0.4155
OOT637,1116,1425,1782,2019,2459,3386,3638,3654,3775,3362,3563,2835,5.98,0.12,0.41,298,43.8,40.9,22,1.9362,4.2,0.3852,1.06,3.09963
OOT425,7608,7134,7155,7134,7334,7593,7703,7716,7770,7732,5220,4212,7.02,0.041,0.216,301,14.19,149.7,95.19,0.2766,4.21,3.81348,1.389,1.350652
OOT554,7809,7363,7352,7327,7531,7747,7849,7900,7902,7847,5250,4237,6.95,0.85,0.589,311,0.05,93.37,40.67,0.02305,0.001,1.62747,3.001,0.439322
OOT568,2543,2069,2303,2223,2684,3776,4079,3960,4212,3830,3009,2325,6.34,0.189,0.687,414,3.49,248.7,33.44,2.023329,2.481,0.71583,0.014,0.336278
OOT072,4635,4058,3995,3916,4178,4650,4801,4661,4878,5322,4163,3904,6.29,0.121,0.054,3,2.48,288,1.234,1.112854,2.181,1.473069,0.128,0.059278
OOT278,2460,2417,2599,2522,2975,4107,4555,4413,4664,4735,3078,2454,6.23,0.044,0.44,248,50.3,208.7,237.31,3.688,6.4,2.02551,2.09,0.90302
OOT463,2460,2417,2599,2522,2975,4107,4555,4413,4664,4735,3078,2454,6.26,0.066,0.69,500,50.3,91.9,47.14,7.4682,3,2.91468,0.136,1.17171
OOT360,2322,2366,2524,2413,2861,3960,4395,4291,4526,4390,3053,2415,6.43,0.049,0.48,271,65.7,275.6,185.5,0,1.34,1.761648,1.06,0.439322
OOT087,6182,6939,6797,6658,6991,7345,7460,7328,7502,8315,4970,4281,6.43,0.092,0.174,487,235.7,498,142.3,0.6915,1.334,0.59064,56.01,2.14675
OOT738,1708,1685,1934,1890,2377,3525,3883,3895,4017,4164,3038,2253,6.12,0.506,0.789,463,41.5,588,7.04,0.63618,1.002,0.000321,0.003,0.002493
OOT740,2449,2368,2521,2464,2888,3883,4234,4192,4362,5600,3422,2734,5.28,0.044,0.386,210,2.4,109.9,25.03,2.0284,1.814,3.46359,0.001,0.355668
OOT741,3013,2003,2220,2252,2650,3354,3579,3509,3617,6097,3058,2380,5.02,0.041,0.411,296,17.6,68.3,68.7,1.4291,1.614,0.111708,0.178,2.073622
OOT742,1594,1708,1947,1960,2468,3569,3949,3858,4094,3977,3479,2522,5.09,0.045,0.588,380,24,41,84.68,19.2698,2.008,0.477006,1.008,0.862024
OOT744,6987,6757,6442,6208,6521,6737,6840,6610,6855,7393,4728,3753,6.01,0.058,0.248,202,13.18,51.8,174.84,2.80288,7.216,1.537269,1.286,0.613832
OOT746,6817,5536,5453,5376,5743,6140,6321,6039,6410,7151,5094,4384,6.18,0.428,0.338,322,18.22,299.8,143.74,0.2305,5.419,3.89694,2.489,1.104399
OOT747,6817,5536,5453,5376,5743,6140,6321,6039,6410,7151,5094,4384,5.94,0.549,0.481,414,22.48,219.8,200.04,1.9362,2.86,1.91316,3.589,1.348436
OOT748,7189,7023,6968,6906,7081,7225,7313,7354,7330,7573,4026,3726,5.86,0.312,0.552,468,21.09,300,189.06,1.7518,3.375,0.77361,4.345,0.593057
OOT749,7468,7410,7337,7254,7417,7530,7607,7661,7614,7663,4048,3606,6.01,0.412,0.628,560,31.4,498,82.82,1.8901,4.411,0.99189,3.789,1.332924
OOT750,7477,7014,7054,7051,7264,7538,7665,7634,7745,7603,5232,4231,6.23,0.58,0.218,198,52.08,365,66.48,0.464688,0.001,2.20206,0.001,3.06916
OOT752,7189,7023,6968,6906,7081,7225,7313,7354,7330,7573,4026,3726,5.36,0.382,0.415,240,11.09,118,45.61,2.293475,0.001,1.95168,0.001,0.556216
OOT754,1487,1647,2044,2102,2658,3932,4360,4285,4507,4611,3568,2665,4.01,0.79,0.002,0,5.06,148,229.68,5.341146,0.001,3.17148,4.008,1.941493
OOT756,1507,1595,1971,1862,2508,4198,4703,4644,4897,4624,3508,2517,6.03,0.9,0.589,388,4.51,112.6,197.52,0.618201,0.523,4.84068,0.001,20.07696
OOT757,2506,2588,2661,2521,3029,4088,4437,4470,4606,7387,3199,2516,5.3,0.34,0.444,333,32.16,311.6,227.33,3.17168,0.002,0.001284,1.389,9.420216
OOT759,1528,1695,2033,2024,2548,3820,4249,4230,4429,4444,3365,2579,6.01,0.189,0.218,195,5.09,843.1,322.1,0.461922,3.899,0.510069,4.005,1.522392
OOT760,1528,1695,2033,2024,2548,3820,4249,4230,4429,4444,3365,2579,6.08,0.286,0.108,78,3.58,784.86,8.09,0.003688,4.589,20.155269,5.195,1.215753
OOT762,3773,3595,3424,3134,3585,4368,4624,4688,4761,10964,3032,2661,6.98,0.481,0.118,158,0.08,122.01,68.5,0.068228,2.898,4.191618,4.328,1.185837
OOT763,1539,1686,1910,1823,2429,4038,4620,4663,4911,4611,3362,2450,5.86,0.568,0.28,214,0.08,484.3,69.05,10.827046,3.798,2.262408,0.008,1.950357
OOT764,3316,3211,3134,2941,3324,4025,4356,4289,4528,6579,2911,2478,4.63,0.384,0.345,212,12.08,238.7,12.01,5.10788,0.001,1.374201,0.01,0.908837
OOT765,8189,8502,8132,7852,8513,8494,8489,8205,8445,15043,6256,4915,6.35,0.458,0.338,114,3.58,388.05,32.48,0.221741,0.001,13.516668,5.489,0.946786
OOT766,1777,1822,2150,2212,2752,3865,4287,4190,4414,4375,3517,2653,6.09,0.044,0.358,238,4.09,152.8,4.08,0.685046,0.001,1.04325,1.74,0.000277
OOT767,1722,1782,2111,2062,2682,4189,4730,4634,4885,4585,3567,2607,6.23,0.067,0.341,297,13.12,33.5,11.09,0.976398,0.389,0.38199,0.01,0.000277
OOT768,1479,1596,1888,1755,2419,4113,4730,4669,4962,4890,3189,2268,6.11,0.061,0.562,288,55.08,12.07,12.01,0.462844,0.541,1.26474,4.002,0.439876
OOT769,1431,1588,1878,1799,2397,3841,4380,4322,4582,4580,3096,2265,4.63,0.056,0.432,488,56.19,784.6,14.11,1.977229,0.381,0.34989,3.051,0.678096
OOT770,1562,1614,1937,1953,2537,3777,4212,4165,4433,4323,3466,2580,6.16,0.123,0.468,502,7.08,12.79,78.49,4.152688,0.005,0,6.578,0.300268
OOT771,1524,1723,1992,1920,2426,3591,3996,3935,4132,4345,2928,2240,6.35,0.078,0.541,584,4.28,13.18,48.05,6.031724,1.008,2.94999,3.984,0.945955
OOT773,2834,4464,4425,4221,4644,5643,5930,5822,6058,4973,4536,3718,6.05,0.286,0.381,389,2.05,128.9,28.08,0.928454,11.08,1.47018,2.12,0.687237
OOT774,2093,1985,2202,2053,2622,4202,4672,4628,4893,5275,3272,2360,5.4,0.137,0.452,541,14.05,341.7,19.05,2.09294,24.96,1.11387,0.001,0.001108
OOT775,2030,1964,2223,1984,2713,4598,5172,5040,5416,5132,3208,2339,5.52,0.109,0.125,101,12.01,288.4,22.01,1.39222,20.59,0.32742,0.001,0.279493
OOT776,2093,1985,2202,2053,2622,4202,4672,4628,4893,5275,3272,2360,5.72,0.109,0.4141,248,2.01,284.4,2.48,0.461461,10.04,1.117401,0.368,0.576437
OOT777,3485,3235,3219,3042,3516,4293,4482,4396,4556,10291,2704,2436,6.3,0.127,0.0052,49,5.02,344.2,1.08,0.003688,11.23,7.72968,0.789,0.022437
OOT778,1852,1797,2099,1968,2564,4300,4767,4603,4877,4707,3074,2231,5.94,0.091,0.157,121,0.001,846.2,4.38,0.068228,0.001,0.403176,0.288,0.052076
OOT779,3296,3226,3210,3025,3534,4327,4517,4452,4616,9757,2772,2443,6.4,0.094,0.423,210,22.72,608.4,2.08,1.604741,4.589,0.789018,0.189,0.218553
OOT780,3533,3291,3300,3115,3644,4591,4862,4738,4964,10098,2879,2587,6.46,0.211,0.875,348,73.44,112.4,158,2.065741,2.098,0.050718,0.586,0.034625
OOT782,3394,3300,3344,3236,3596,4378,4665,4414,4816,5257,3535,3061,6.03,0.133,0.125,99,0,44.2,312.22,1.421724,0.001,3.557964,0.001,0.024653
OOT784,3299,3100,3066,2887,3367,4311,4572,4477,4676,9773,2630,2349,6.3,0.083,0.489,348,73.1,3119.6,160.29,0.160428,3.048,4.07028,0.689,0.689453
OOT785,5111,5249,4992,4687,5083,5543,5747,5776,5735,9297,3428,3112,5.28,0.068,0.289,168,125.5,353.2,0.02,0.621428,0.048,1.120611,2.486,0.129636
OOT786,3923,3892,3811,3532,3962,4889,5257,5214,5342,7178,2986,2575,6.06,0.082,0.488,301,101,218.9,30.6,1.383,1.024,0.017976,5.249,0.556216
OOT787,2481,2440,2640,2686,3052,3829,4175,4026,4233,4487,3187,2573,6.09,0.093,0.589,348,12.5,351.9,31.01,2.234928,1.084,0.985791,3.21,1.270322
OOT788,3510,3288,3320,3136,3562,4474,4885,4761,5005,5964,3076,2527,6.2,0.083,0.86,560,0,15.7,137.26,4.5178,1.02,1.62105,5.76,0
OOT791,4222,4108,4053,3869,4296,4975,5280,5111,5330,7738,2994,2687,6.44,0.047,0.18,106,34.4,45.1,58.75,3.6419,11.9,0.572664,4.52,0.000277
OOT792,2495,2474,2626,2486,2930,4093,4529,4414,4659,4598,3117,2478,6.26,0.048,0.83,560,55.6,46.4,237.31,4.5178,3.64,0.052002,5.93,0.927396
OOT793,2460,2417,2599,2522,2975,4107,4555,4413,4664,4735,3078,2454,6.49,0.043,0.38,214,51.8,208.7,316.81,0.5993,8.5,0.078966,2.09,0.495553
OOT795,2228,2340,2525,2348,2827,4174,4646,4546,4748,4454,2951,2254,6.48,0.124,0.29,164,23.7,267.3,99.12,1.5674,2.42,0.384879,0.01,0.268413
OOT796,2191,2277,2443,2383,2759,3654,4016,3922,4090,4152,2881,2294,6.59,0.066,0.94,560,160.3,114.1,38.67,0.4149,4.05,0.642,7.16,0.218553
OOT797,2924,2802,2932,2834,3242,4189,4610,4479,4711,5017,3203,2656,5.86,0.162,0.341,200,71.2,16.6,38.04,0.9681,11.23,2.247,0.189,0.034625
OOT798,2723,2708,2826,2614,3130,4508,5098,4981,5256,5172,3145,2478,5.82,0.074,0.1414,204,92.5,116.6,0.02,10.0498,1.162,2.47812,7.16,3.56222
OOT799,3845,3605,3643,3487,3874,4791,5237,5068,5334,5135,3639,3144,6.19,0.057,1.2074,333,73.44,112.4,215.16,2.3511,0.441,3.21642,6.57,2.15783
OOT801,2495,2474,2626,2486,2930,4093,4529,4414,4659,4598,3117,2478,6.35,0.072,1.1136,159,196,588,225.6,1.2447,0.172,1.04325,80.88,5.52338
OOT803,2971,2930,3002,2870,3269,4237,4686,4578,4790,5182,3214,2770,3.92,0.413,1.147,158,59.8,229,22.4,0.55781,0.241,1.29684,0.001,0.000277
OOT804,2588,2587,2663,2532,2905,3867,4307,4211,4422,4440,2835,2339,6,0.5,0.28,159,23.6,98.4,38.4,0.535682,1.95,1.10103,1.63,1.115756
OOT806,2947,3103,3185,3054,3473,4441,4879,4772,4976,5250,3327,2839,6.39,0.5,0.0021,47,0,131.2,0.01,0.94505,1.16,0.15087,2.96,3.456406
OOT808,2511,2439,2607,2503,2959,4124,4596,4459,4712,4820,3074,2471,5.57,0.812,0.4981,248,273,188,29.04,0.00461,0,0.010914,3.41,4.0996
OOT809,2586,2655,2755,2573,3050,4378,4929,4822,5074,5283,2902,2290,5.43,0.054,0.234,105,0,100.7,52.59,1.1525,0.001,0.02889,21.75,2.55671
OOT810,4105,3710,3709,3510,3980,4894,5272,5160,5350,7671,3168,2672,4.72,0.781,0.0815,10,41.5,1248.8,158.4,2.6738,0.109,1.36104,0.001,1.1634
OOT811,4100,4050,4004,3816,4234,4921,5219,5068,5283,7526,3015,2689,6.08,0.638,0.8712,560,2.46,32.4,56.88,24.48371,0.001,0.34989,4.01,1.72848
OOT812,2330,2337,2551,2485,2915,4023,4455,4307,4503,4357,3064,2400,6.07,0.717,0.2812,472,12.43,789,2.11,10.54768,0.202,0.67089,6.32,2.04703
OOT813,2269,2260,2432,2310,2734,3835,4248,4179,4381,4074,2954,2341,6.96,0.251,0.4168,244,68.7,324.1,9.88,4.55468,2.418,2.59689,0,0.18005
OOT814,10363,10209,10285,10340,10696,10667,10734,10691,10636,11827,3962,3618,6.09,0.121,0.5963,318,130.5,640.2,19.12,6.8228,0.214,0.99189,4.95,0.37395
OOT816,4080,4060,3998,3796,4208,4927,5234,5102,5301,7526,3002,2675,5.21,0.388,0.425,265,54.6,538.4,32.4,0.5993,0.584,1.33857,0.002,0.82546
OOT817,4100,4050,4004,3816,4234,4921,5219,5068,5283,7526,3015,2689,5.23,0.422,0.1369,98,48.32,846.3,68.7,2.51245,0.787,0.86028,0.786,0.49029
OOT818,4080,4060,3998,3796,4208,4927,5234,5102,5301,7526,3002,2675,5.23,0.4,0.4066,228,74.7,911.3,78.3,2.11138,2.541,0.01284,0.248,2.14675
OOT819,2694,2758,2842,2718,3122,4109,4564,4422,4687,4929,3042,2592,5.19,0.43,0.1765,99,57.3,200,38.9,0.95427,1.008,0.56175,0.789,4.63975
OOT820,10363,10209,10285,10340,10696,10667,10734,10691,10636,11827,3962,3618,5.1,0.406,0.3648,205,28.1,496.5,30.4,0.71916,1.875,0.66126,0.9,0.90856
OOT821,3789,3893,3847,3636,4050,4867,5230,5157,5292,6763,3128,2667,5.22,0.5,0.4176,229,166.9,386.4,21.2,1.60428,0.001,1.11708,0.345,215.783
OOT822,4980,5798,5737,5619,6000,6542,6738,6600,6841,7253,4696,4090,7,0.418,0.3017,186,76,114.8,24.8,5.37065,3.416,1.34178,0.476,1.72848
OOT824,4524,3981,4068,4038,4452,5178,5437,5351,5562,6997,3870,3340,6.26,0.413,0.307,172,1224,568,48.9,0.57625,1.124,1.01757,0.551,0.18005
OOT825,3896,3202,3359,3342,3779,4646,4950,4834,5118,6834,3612,3156,6.28,0.397,0.549,335,157,870.6,54.6,1.59045,1.568,2.56158,0.748,0.37395
OOT826,3390,3376,3511,3417,3918,4939,5258,5182,5405,6482,3512,2924,6.3,0.433,0.0041,0,58.8,776.8,62.8,10.17888,1.002,2.89221,1.234,1.3573
OOT827,5731,5156,5127,4998,5414,6104,6327,6219,6417,8504,4016,3515,7.63,0.386,0.1878,126,92.5,184.4,14.09,14.32788,1.007,3.23568,0.568,0.82546
OOT828,6747,5926,5882,5733,6158,6729,6889,6748,6942,9923,3991,3526,6.3,0.083,0.489,348,233.1,511.6,160.23,0.160428,3.048,4.07028,0.689,0.689453
OOT830,5692,5283,5194,5081,5376,5800,5953,5868,6026,7592,4106,3607,6.16,0.069,0.038,270,92.5,117,220.71,5.7164,0.289,6.14715,5.99,1.22988
